relevance	has_pdf	year	doi	title	why	model	run_id
no	no	2022	10.1016/j.foodres.2021.110881	Effect of informative claims on the attitude of Italian consumers towards cultured meat and relationship among variables used in an explicit approach	Consumer attitude, not medium research	deepseek-chat	20260715T011514
no	no	2024	10.1016/j.appet.2024.107501	Psychological factors influencing consumer intentions to consume cultured meat, fish and dairy	Psychological factors, not medium	deepseek-chat	20260715T011514
no	no	2023	10.33029/0042-8833-2023-92-6-45-53	[Identification of potential hazards and analysis of critical control points in cultured meat (in vitro meat) production]	HACCP hazards, not medium composition	deepseek-chat	20260715T011514
no	no	2025	10.1007/s12011-025-04568-3	Low Selenium Diet Inhibited CaMKII Activation via miR-365-3p/SelT Signaling Axis, Resulting in Myoblast Differentiation Disorders and Skeletal Muscle Damage in Broilers	Selenium diet in broilers, not cultured meat	deepseek-chat	20260715T011514
no	no	2025	10.3390/foods14071135	Integrity Challenges in Halal Meat Supply Chain: Potential Industry 4.0 Technologies as Catalysts for Resolution	Halal supply chain, not cell medium	deepseek-chat	20260715T011514
no	no	2025	10.1002/vms3.70314	The Perceptions of Turkish Consumers Regarding In Vitro Meat and the Relationship Between These Perceptions and Willingness to Try and Consume In Vitro Meat	consumer perception survey	deepseek-chat	20260715T011514
no	no	2025	10.13345/j.cjb.250212	[Current situation and reflections on the evaluation of potential allergens and cross-allergenicity in cell-cultured meat]	allergen safety assessment	deepseek-chat	20260715T011514
no	yes	2025	10.1021/acsnano.4c15622	Bio-Orchestration of Cellular Organization and Human-Preferred Sensory Texture in Cultured Meat	scaffold for texture	deepseek-chat	20260715T011514
no	no	2024	10.1111/1541-4337.13349	Recent advances on enhancing 3D printing quality of protein-based inks: A review	3D printing protein inks	deepseek-chat	20260715T011514
no	no	2020	10.1016/j.ymben.2020.07.011	Engineering carotenoid production in mammalian cells for nutritionally enhanced cell-cultured foods	metabolic engineering for nutrition	deepseek-chat	20260715T011514
no	no	2023	10.1021/acs.jafc.2c09059	Enhancement of Collagen-I Levels in Human Gingival Fibroblasts by Small Molecule Activation of HIF-1α	collagen in fibroblasts	deepseek-chat	20260715T011514
no	no	2014	10.1016/j.appet.2014.06.022	The significance of sensory appeal for reduced meat consumption	consumer attitudes study	deepseek-chat	20260715T011514
no	no	2020	10.3390/foods9020122	Food Applications and Potential Health Benefits of Pomegranate and its Derivatives	pomegranate health benefits	deepseek-chat	20260715T011514
no	no	2024	10.1016/j.ijbiomac.2024.134242	Stable cytoactivity of piscine satellite cells in rice bran-gelatin hydrogel scaffold of cultured meat	Scaffold paper, not medium-focused	deepseek-chat	20260715T011514
no	no	2026	10.1111/1750-3841.70915	Cultured Meat: A Multidimensional Review of Technological, Nutritional, Ethical, and Regulatory Advances (2020-2025)	Review, not medium-specific	deepseek-chat	20260715T011514
no	no	2019	10.1080/10408398.2018.1468731	Edible insects - defining knowledge gaps in biological and ethical considerations of entomophagy	Insect welfare, not cultured meat medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.carbpol.2025.123902	Keeping an eye on alginate: innovations and opportunities for sustainable production and diverse applications	Alginate extraction, not cell medium	deepseek-chat	20260715T011514
no	no	2024	10.5713/ab.23.0365	Genome-wide association research on the reproductive traits of Qianhua Mutton Merino sheep	Sheep genetics, not cell culture medium	deepseek-chat	20260715T011514
no	no	2017	10.3390/foods6070053	Future Protein Supply and Demand: Strategies and Factors Influencing a Sustainable Equilibrium	Supply-demand policy, not medium	deepseek-chat	20260715T011514
no	no	2025	10.3390/foods14091522	Marine Microalgae-Microorganism Co-Cultures: An Insight into Nannochloropsis sp. Use and Biotechnological Applications	Microalgae co-cultures, not muscle cells	deepseek-chat	20260715T011514
no	no	2024	10.1021/acs.jafc.4c02336	Investigation into Potential Allergenicity and Digestion-Resistant Linear Epitopes of Fish Skin Gelatin in Cell-Cultured Meat Scaffolds	Scaffold allergenicity, not medium	deepseek-chat	20260715T011514
no	no	2023	10.1038/s41598-023-45434-3	Assessment of in vitro anti-skin aging activities of Phyllanthus indofischeri Bennet extracts for dermatological and aesthetic applications	Anti-aging extracts, unrelated to meat	deepseek-chat	20260715T011514
no	no	2023	10.3390/microorganisms11102554	Drinking Pipes and Nipple Drinkers in Pig Abattoir Lairage Pens-A Source of Zoonotic Pathogens as a Hazard to Meat Safety	Pig abattoir pathogens, not medium	deepseek-chat	20260715T011514
no	no	1988	10.1016/0732-8893(88)90054-5	Occurrence of Vibrionaceae in natural and cultivated oyster populations in the Pacific Northwest	Oyster microbiology, not muscle cells	deepseek-chat	20260715T011514
no	no	2024	10.3390/antiox13060636	Unlocking the Nutraceutical Potential of Legumes and Their By-Products: Paving the Way for the Circular Economy in the Agri-Food Industry	Legume by-products, not cell culture	deepseek-chat	20260715T011514
no	no	2020	10.1016/j.tifs.2020.06.013	Technology innovations for food security in Singapore: A case study of future food systems for an increasingly natural resource-scarce world	Food security policy case study	deepseek-chat	20260715T011514
no	no	2019	10.1111/1541-4337.12473	Technological, Regulatory, and Ethical Aspects of In Vitro Meat: A Future Slaughter-Free Harvest	General review, not medium-specific	deepseek-chat	20260715T011514
no	no	2015	10.1007/978-3-0348-0927-6_3	Perna canaliculus (Green-Lipped Mussel): Bioactive Components and Therapeutic Evaluation for Chronic Health Conditions	Mussel bioactive components, not meat	deepseek-chat	20260715T011514
no	no	2024	10.1038/d41586-024-03077-y	In Asia, alternative proteins are the new clean energy	Alternative proteins policy overview	deepseek-chat	20260715T011514
no	no	2024	10.1111/1541-4337.13371	A comprehensive review on novel synthetic foods: Potential risk factors, detection strategies, and processing technologies	Review of synthetic foods, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1088/1758-5090/ad9d7a	Electrospun microfibers to enhance nutrient supply in bioinks and 3D-bioprinted tissue precursors	Electrospun fibers for bioinks	deepseek-chat	20260715T011514
no	no	2024	10.1007/s11250-024-04139-z	Effect of high-fibre diets supplemented with banana leaf on growth performance, meat quality, and serum cholesterol of quail	Quail diet with banana leaf	deepseek-chat	20260715T011514
no	no	2026	10.3390/ani16030460	Sustainable Pet Diets: A Leading Effective Altruism Issue	Pet diet sustainability analysis	deepseek-chat	20260715T011514
no	no	2025	10.1021/acs.jafc.5c03314	Biocompatibility, Physicochemical Properties, and Allergenicity Evaluation of Fish Gelatin Hydrogels as Cell-Cultured Meat Scaffold Material	Scaffold material, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1111/1750-3841.70060	Mushroom mycelia as sustainable alternative proteins for the production of hybrid cell-cultured meat: A review	Review on mushroom protein, not cell culture medium	deepseek-chat	20260715T011514
no	no	2024	10.1016/j.lssr.2024.03.008	Challenges and innovations in food and water availability for a sustainable Mars colonization	Mars colonization food, not cell culture medium	deepseek-chat	20260715T011514
no	no	2016	10.1177/0306312716658561	Benevolent technotopias and hitherto unimaginable meats: Tracing the promises of in vitro meat	Sociological analysis of cultured meat promises	deepseek-chat	20260715T011514
no	no	2016	10.1080/09505431.2016.1171836	Promise and Ontological Ambiguity in the In vitro Meat Imagescape: From Laboratory Myotubes to the Cultured Burger	Visual semiotics of cultured meat images	deepseek-chat	20260715T011514
no	no	2022	10.1080/10826068.2021.1922917	Optimization of culture conditions for enhanced Dunaliella salina productions in mixotrophic culture	Microalgae production, not muscle cells	deepseek-chat	20260715T011514
no	no	2025	10.1038/s41598-025-98977-y	Effects of beverages and salads on lipid oxidation and glycation during in vitro meat digestion	Digestion study, not cell culture medium	deepseek-chat	20260715T011514
no	no	2023	10.3390/s23073748	Mammalian Cell-Growth Monitoring Based on an Impedimetric Sensor and Image Processing within a Microfluidic Platform	Impedimetric sensor, not medium composition	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.fm.2024.104719	Low temperature storage leads to advanced upregulation of typical virulence regulators, pyk and purR of enterotoxigenic Staphylococcus aureus cultured on chicken meat	Staphylococcus virulence, not muscle cells	deepseek-chat	20260715T011514
no	no	1984	10.1080/10408398409527399	Dry beans of Phaseolus: a review. Part 3	Dry beans review, not cell culture	deepseek-chat	20260715T011514
no	no	2022	10.1038/s41598-022-07347-5	Climate change induced habitat expansion of nutria (Myocastor coypus) in South Korea	Nutria habitat expansion, not cell culture	deepseek-chat	20260715T011514
no	no	2012	10.1021/jf205280y	Cooking temperature is a key determinant of in vitro meat protein digestion rate: investigation of underlying mechanisms	Cooking temperature, not culture medium	deepseek-chat	20260715T011514
no	no	2020	10.1016/j.tifs.2020.02.005	Prospects and challenges for cell-cultured fat as a novel food ingredient	Cell-cultured fat review, not medium	deepseek-chat	20260715T011514
no	no	2026	10.1016/j.biotechadv.2025.108721	Adaptability and resiliency of Lepidoptera and their cells in culture - linking evolutionary biology to biotechnological advantage	lepidopteran cells, not muscle cells	deepseek-chat	20260715T011514
no	no	2026	10.1038/s41538-025-00694-3	Comparing meat alternatives for a sustainable food system	review of alternative proteins, not media	deepseek-chat	20260715T011514
no	no	2021	10.3390/toxins13060389	Degradation of the Indospicine Toxin from Indigofera spicata by a Mixed Population of Rumen Bacteria	rumen bacteria, not cell culture media	deepseek-chat	20260715T011514
no	no	2023	10.1016/j.psj.2023.102788	Survival persistence of the 3 common Salmonella enterica serotypes isolated from broilers' in different matrices	Salmonella persistence, not cell culture	deepseek-chat	20260715T011514
no	no	2025	10.3390/ani15202984	Consumer Acceptance of Sustainable Cat Diets: A Survey of 1380 Cat Guardians	cat diet survey, not cell culture	deepseek-chat	20260715T011514
no	no	2025	10.1038/s44319-025-00492-8	Meating the moment : Challenges and opportunities for cellular agriculture to produce the foods of the future	general challenges, not specific media	deepseek-chat	20260715T011514
no	no	2025	10.1007/s11948-025-00570-z	Choosing Less Harmful Alternatives: The Ethics of Harm Reduction in Emerging Technologies	Ethics of harm reduction, not medium	deepseek-chat	20260715T011514
no	no	2023	10.1038/s41598-023-48203-4	Impact of malt concentration in solid substrate on mycelial growth and network connectivity in Ganoderma species	Fungal mycelium, not muscle cells	deepseek-chat	20260715T011514
no	no	2025	10.1186/s12938-025-01465-7	Curcumin-incorporated edible hydrogel films based on potato starch/κ-carrageenan/poly(vinyl alcohol) for cultured meat scaffolding	Scaffolding, not culture medium	deepseek-chat	20260715T011514
no	no	2015	10.1021/acs.est.5b01614	Anticipatory Life Cycle Analysis of In Vitro Biomass Cultivation for Cultured Meat Production in the United States	Life cycle analysis, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1021/acs.jafc.3c04406	Low-Se Diet Increased Mitochondrial ROS to Suppress Myoblasts Proliferation and Promote Apoptosis in Broilers via miR-365-3p/SelT Signaling Axis	Selenium effect in broilers, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.appet.2024.107842	Cognitive regulation of alternative proteins: Positive reappraisal enhances wanting for insects, plant-based meat analogies, cultured meat, and algae	Consumer acceptance, not medium	deepseek-chat	20260715T011514
no	no	2002	10.1016/s1095-6433(02)00081-8	Dietary and seasonal effects on the dorsal meat lipid composition of Japanese (Silurus asotus) and Thai catfish (Clarias macrocephalus and hybrid Clarias macrocephalus and Clarias galipinus)	Fish meat lipid composition, not medium	deepseek-chat	20260715T011514
no	no	2026	10.1016/j.foodchem.2025.147659	Cultured meat protein has significantly higher digestibility and more potential bioactive peptides than traditional animal and plant proteins	Digestibility study, not medium	deepseek-chat	20260715T011514
no	no	2009	10.1016/j.ijfoodmicro.2009.05.011	Yeast diversity and dynamics in the production processes of Norwegian dry-cured meat products	Yeast in dry-cured meat	deepseek-chat	20260715T011514
no	no	2024	10.3389/fgene.2024.1457634	The genetic characterization of germplasm and identification of the litter size trait associated candidate genes in Dexin mutton and fine-wool sheep	Sheep genetics, not cultured meat	deepseek-chat	20260715T011514
no	no	2025	10.1111/asj.70046	Utilizing Indigenous Animal Genetic Resources-Based on Research Into Indigenous Cattle Breeds in the Basque Country in Northern Spain and Indigenous Pig Breeds in Vietnam	Indigenous breeds review	deepseek-chat	20260715T011514
